"dir","minx","maxy","maxx","miny","width","x","y"
"05","365187.0","6434812.0","429187.0","6370812.0",4096,1,2
"05","365187.0","6498812.0","429187.0","6434812.0",4096,1,3
"05","365187.0","6562812.0","429187.0","6498812.0",4096,1,4
"05","429187.0","6434812.0","493187.0","6370812.0",4096,2,2
"05","429187.0","6498812.0","493187.0","6434812.0",4096,2,3
"05","429187.0","6562812.0","493187.0","6498812.0",4096,2,4
"05","429187.0","6626812.0","493187.0","6562812.0",4096,2,5
"05","493187.0","6434812.0","557187.0","6370812.0",4096,3,2
"05","493187.0","6498812.0","557187.0","6434812.0",4096,3,3
"05","493187.0","6562812.0","557187.0","6498812.0",4096,3,4
"05","493187.0","6626812.0","557187.0","6562812.0",4096,3,5
"05","557187.0","6434812.0","621187.0","6370812.0",4096,4,2
"05","557187.0","6498812.0","621187.0","6434812.0",4096,4,3
"05","557187.0","6562812.0","621187.0","6498812.0",4096,4,4
"05","557187.0","6626812.0","621187.0","6562812.0",4096,4,5
"05","621187.0","6434812.0","685187.0","6370812.0",4096,5,2
"05","621187.0","6498812.0","685187.0","6434812.0",4096,5,3
"05","621187.0","6562812.0","685187.0","6498812.0",4096,5,4
"05","621187.0","6626812.0","685187.0","6562812.0",4096,5,5
"05","621187.0","6690812.0","685187.0","6626812.0",4096,5,6
"05","685187.0","6434812.0","749187.0","6370812.0",4096,6,2
"05","685187.0","6498812.0","749187.0","6434812.0",4096,6,3
"05","685187.0","6562812.0","749187.0","6498812.0",4096,6,4
"05","685187.0","6626812.0","749187.0","6562812.0",4096,6,5
