"dir","minx","maxy","maxx","miny","width","x","y"
"08","365187.0","6466812.0","373187.0","6458812.0",4096,8,27
"08","365187.0","6474812.0","373187.0","6466812.0",4096,8,28
"08","365187.0","6482812.0","373187.0","6474812.0",4096,8,29
"08","373187.0","6426812.0","381187.0","6418812.0",4096,9,22
"08","373187.0","6434812.0","381187.0","6426812.0",4096,9,23
"08","373187.0","6458812.0","381187.0","6450812.0",4096,9,26
"08","373187.0","6466812.0","381187.0","6458812.0",4096,9,27
"08","373187.0","6474812.0","381187.0","6466812.0",4096,9,28
"08","373187.0","6482812.0","381187.0","6474812.0",4096,9,29
"08","373187.0","6490812.0","381187.0","6482812.0",4096,9,30
"08","381187.0","6418812.0","389187.0","6410812.0",4096,10,21
"08","381187.0","6426812.0","389187.0","6418812.0",4096,10,22
"08","381187.0","6434812.0","389187.0","6426812.0",4096,10,23
"08","381187.0","6442812.0","389187.0","6434812.0",4096,10,24
"08","381187.0","6450812.0","389187.0","6442812.0",4096,10,25
"08","381187.0","6458812.0","389187.0","6450812.0",4096,10,26
"08","381187.0","6466812.0","389187.0","6458812.0",4096,10,27
"08","381187.0","6474812.0","389187.0","6466812.0",4096,10,28
"08","381187.0","6482812.0","389187.0","6474812.0",4096,10,29
"08","381187.0","6490812.0","389187.0","6482812.0",4096,10,30
"08","381187.0","6538812.0","389187.0","6530812.0",4096,10,36
"08","389187.0","6426812.0","397187.0","6418812.0",4096,11,22
"08","389187.0","6434812.0","397187.0","6426812.0",4096,11,23
"08","389187.0","6442812.0","397187.0","6434812.0",4096,11,24
"08","389187.0","6450812.0","397187.0","6442812.0",4096,11,25
"08","389187.0","6458812.0","397187.0","6450812.0",4096,11,26
"08","389187.0","6466812.0","397187.0","6458812.0",4096,11,27
"08","389187.0","6474812.0","397187.0","6466812.0",4096,11,28
"08","389187.0","6482812.0","397187.0","6474812.0",4096,11,29
"08","389187.0","6490812.0","397187.0","6482812.0",4096,11,30
"08","389187.0","6498812.0","397187.0","6490812.0",4096,11,31
"08","389187.0","6530812.0","397187.0","6522812.0",4096,11,35
"08","389187.0","6538812.0","397187.0","6530812.0",4096,11,36
"08","397187.0","6442812.0","405187.0","6434812.0",4096,12,24
"08","397187.0","6450812.0","405187.0","6442812.0",4096,12,25
"08","397187.0","6458812.0","405187.0","6450812.0",4096,12,26
"08","397187.0","6466812.0","405187.0","6458812.0",4096,12,27
"08","397187.0","6474812.0","405187.0","6466812.0",4096,12,28
"08","397187.0","6482812.0","405187.0","6474812.0",4096,12,29
"08","397187.0","6490812.0","405187.0","6482812.0",4096,12,30
"08","397187.0","6498812.0","405187.0","6490812.0",4096,12,31
"08","397187.0","6530812.0","405187.0","6522812.0",4096,12,35
"08","397187.0","6538812.0","405187.0","6530812.0",4096,12,36
"08","405187.0","6442812.0","413187.0","6434812.0",4096,13,24
"08","405187.0","6450812.0","413187.0","6442812.0",4096,13,25
"08","405187.0","6458812.0","413187.0","6450812.0",4096,13,26
"08","405187.0","6466812.0","413187.0","6458812.0",4096,13,27
"08","405187.0","6474812.0","413187.0","6466812.0",4096,13,28
"08","405187.0","6482812.0","413187.0","6474812.0",4096,13,29
"08","405187.0","6490812.0","413187.0","6482812.0",4096,13,30
"08","405187.0","6498812.0","413187.0","6490812.0",4096,13,31
"08","405187.0","6514812.0","413187.0","6506812.0",4096,13,33
"08","405187.0","6522812.0","413187.0","6514812.0",4096,13,34
"08","405187.0","6530812.0","413187.0","6522812.0",4096,13,35
"08","405187.0","6538812.0","413187.0","6530812.0",4096,13,36
"08","405187.0","6546812.0","413187.0","6538812.0",4096,13,37
"08","413187.0","6442812.0","421187.0","6434812.0",4096,14,24
"08","413187.0","6450812.0","421187.0","6442812.0",4096,14,25
"08","413187.0","6458812.0","421187.0","6450812.0",4096,14,26
"08","413187.0","6466812.0","421187.0","6458812.0",4096,14,27
"08","413187.0","6474812.0","421187.0","6466812.0",4096,14,28
"08","413187.0","6482812.0","421187.0","6474812.0",4096,14,29
"08","413187.0","6490812.0","421187.0","6482812.0",4096,14,30
"08","413187.0","6498812.0","421187.0","6490812.0",4096,14,31
"08","413187.0","6506812.0","421187.0","6498812.0",4096,14,32
"08","413187.0","6514812.0","421187.0","6506812.0",4096,14,33
"08","413187.0","6522812.0","421187.0","6514812.0",4096,14,34
"08","413187.0","6530812.0","421187.0","6522812.0",4096,14,35
"08","413187.0","6538812.0","421187.0","6530812.0",4096,14,36
"08","413187.0","6546812.0","421187.0","6538812.0",4096,14,37
"08","413187.0","6554812.0","421187.0","6546812.0",4096,14,38
"08","421187.0","6450812.0","429187.0","6442812.0",4096,15,25
"08","421187.0","6458812.0","429187.0","6450812.0",4096,15,26
"08","421187.0","6466812.0","429187.0","6458812.0",4096,15,27
"08","421187.0","6474812.0","429187.0","6466812.0",4096,15,28
"08","421187.0","6482812.0","429187.0","6474812.0",4096,15,29
"08","421187.0","6490812.0","429187.0","6482812.0",4096,15,30
"08","421187.0","6498812.0","429187.0","6490812.0",4096,15,31
"08","421187.0","6506812.0","429187.0","6498812.0",4096,15,32
"08","421187.0","6514812.0","429187.0","6506812.0",4096,15,33
"08","421187.0","6522812.0","429187.0","6514812.0",4096,15,34
"08","421187.0","6530812.0","429187.0","6522812.0",4096,15,35
"08","421187.0","6538812.0","429187.0","6530812.0",4096,15,36
"08","421187.0","6546812.0","429187.0","6538812.0",4096,15,37
"08","421187.0","6554812.0","429187.0","6546812.0",4096,15,38
"08","429187.0","6450812.0","437187.0","6442812.0",4096,16,25
"08","429187.0","6458812.0","437187.0","6450812.0",4096,16,26
"08","429187.0","6466812.0","437187.0","6458812.0",4096,16,27
"08","429187.0","6474812.0","437187.0","6466812.0",4096,16,28
"08","429187.0","6482812.0","437187.0","6474812.0",4096,16,29
"08","429187.0","6490812.0","437187.0","6482812.0",4096,16,30
"08","429187.0","6498812.0","437187.0","6490812.0",4096,16,31
"08","429187.0","6506812.0","437187.0","6498812.0",4096,16,32
"08","429187.0","6514812.0","437187.0","6506812.0",4096,16,33
"08","429187.0","6522812.0","437187.0","6514812.0",4096,16,34
"08","429187.0","6530812.0","437187.0","6522812.0",4096,16,35
"08","429187.0","6538812.0","437187.0","6530812.0",4096,16,36
"08","429187.0","6546812.0","437187.0","6538812.0",4096,16,37
"08","429187.0","6554812.0","437187.0","6546812.0",4096,16,38
"08","437187.0","6466812.0","445187.0","6458812.0",4096,17,27
"08","437187.0","6474812.0","445187.0","6466812.0",4096,17,28
"08","437187.0","6482812.0","445187.0","6474812.0",4096,17,29
"08","437187.0","6490812.0","445187.0","6482812.0",4096,17,30
"08","437187.0","6498812.0","445187.0","6490812.0",4096,17,31
"08","437187.0","6506812.0","445187.0","6498812.0",4096,17,32
"08","437187.0","6514812.0","445187.0","6506812.0",4096,17,33
"08","437187.0","6522812.0","445187.0","6514812.0",4096,17,34
"08","437187.0","6530812.0","445187.0","6522812.0",4096,17,35
"08","437187.0","6538812.0","445187.0","6530812.0",4096,17,36
"08","437187.0","6546812.0","445187.0","6538812.0",4096,17,37
"08","445187.0","6410812.0","453187.0","6402812.0",4096,18,20
"08","445187.0","6474812.0","453187.0","6466812.0",4096,18,28
"08","445187.0","6482812.0","453187.0","6474812.0",4096,18,29
"08","445187.0","6490812.0","453187.0","6482812.0",4096,18,30
"08","445187.0","6498812.0","453187.0","6490812.0",4096,18,31
"08","445187.0","6506812.0","453187.0","6498812.0",4096,18,32
"08","445187.0","6514812.0","453187.0","6506812.0",4096,18,33
"08","445187.0","6522812.0","453187.0","6514812.0",4096,18,34
"08","445187.0","6530812.0","453187.0","6522812.0",4096,18,35
"08","445187.0","6538812.0","453187.0","6530812.0",4096,18,36
"08","445187.0","6546812.0","453187.0","6538812.0",4096,18,37
"08","453187.0","6410812.0","461187.0","6402812.0",4096,19,20
"08","453187.0","6482812.0","461187.0","6474812.0",4096,19,29
"08","453187.0","6490812.0","461187.0","6482812.0",4096,19,30
"08","453187.0","6498812.0","461187.0","6490812.0",4096,19,31
"08","453187.0","6506812.0","461187.0","6498812.0",4096,19,32
"08","453187.0","6514812.0","461187.0","6506812.0",4096,19,33
"08","453187.0","6538812.0","461187.0","6530812.0",4096,19,36
"08","453187.0","6546812.0","461187.0","6538812.0",4096,19,37
"08","461187.0","6490812.0","469187.0","6482812.0",4096,20,30
"08","461187.0","6498812.0","469187.0","6490812.0",4096,20,31
"08","461187.0","6506812.0","469187.0","6498812.0",4096,20,32
"08","461187.0","6514812.0","469187.0","6506812.0",4096,20,33
"08","461187.0","6522812.0","469187.0","6514812.0",4096,20,34
"08","461187.0","6530812.0","469187.0","6522812.0",4096,20,35
"08","461187.0","6538812.0","469187.0","6530812.0",4096,20,36
"08","461187.0","6546812.0","469187.0","6538812.0",4096,20,37
"08","461187.0","6554812.0","469187.0","6546812.0",4096,20,38
"08","461187.0","6570812.0","469187.0","6562812.0",4096,20,40
"08","461187.0","6578812.0","469187.0","6570812.0",4096,20,41
"08","469187.0","6490812.0","477187.0","6482812.0",4096,21,30
"08","469187.0","6498812.0","477187.0","6490812.0",4096,21,31
"08","469187.0","6506812.0","477187.0","6498812.0",4096,21,32
"08","469187.0","6514812.0","477187.0","6506812.0",4096,21,33
"08","469187.0","6522812.0","477187.0","6514812.0",4096,21,34
"08","469187.0","6530812.0","477187.0","6522812.0",4096,21,35
"08","469187.0","6538812.0","477187.0","6530812.0",4096,21,36
"08","469187.0","6546812.0","477187.0","6538812.0",4096,21,37
"08","469187.0","6554812.0","477187.0","6546812.0",4096,21,38
"08","469187.0","6562812.0","477187.0","6554812.0",4096,21,39
"08","469187.0","6570812.0","477187.0","6562812.0",4096,21,40
